Sample No ,Sample,SWATH Processing Date,Acq_Type,SWATH Processing Instrument,SWATH File Name,SWATH file Location,,IDA run Date,IDA_MS_Filename,Location,MS_used,Operator,MS_Method,Acq_Type,,MS_comments,BS_upload,MS_Column,MS_Col_SN,MS_Trap
287,MCF7_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_repeat_287,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
288,SK-N-AS_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_288,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
289,SK-N-MC_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_289,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
290,Hela_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_290,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
291,A2182_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_291,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
292,SW620_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_292,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
293,BT-549_B,1/1/18,SWATH,ProCan 5,180101_SM_PC5_S_Cell_Study_Sample_293,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
294,HT1080_B,4/1/18,SWATH,ProCan 5,180104_SM_PC5_S_Cell_Study_Sample_294,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
295,MG63_B,4/1/18,SWATH,ProCan 5,180104_SM_PC5_S_Cell_Study_Sample_295,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
296,LMR-32_B,4/1/18,SWATH,ProCan 5,180104_SM_PC5_S_Cell_Study_Sample_296,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
297,HOS_B,4/1/18,SWATH,ProCan 5,180104_SM_PC5_S_Cell_Study_Sample_297,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
298,SK-N-DZ_B,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_298,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
299,HAL_B,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_299,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
300,T-47D_B,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_300,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
301,A172_B,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_301,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
302,JFCF-6/SUPT.1I_B,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_302,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
303,JFCF-6/SUPT.1G_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_repeat_303,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
304,SK-N-SH_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_304,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
305,A549_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_305,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
306,Calu-6_C,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_repeat_306,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
307,143B_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_307,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
308,Hs729_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_308,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
309,Hs294T_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_309,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
310,IIICF/a2_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_310,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
311,SW982_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_311,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
312,JFCF-6/SUPT.1L_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_312,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
313,Si-Ha_C,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_repeat_313,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
314,MCF7_C,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_repeat_314,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
315,SK-N-AS_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_315,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
316,SK-N-MC_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_316,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
317,Hela_C,5/1/18,SWATH,ProCan 5,180105_SM_PC5_S_Cell_Study_Sample_317,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
318,A2182_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_318,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
319,SW620_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_319,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
320,BT-549_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_320,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
321,HT1080_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_321,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
322,MG63_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_322,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
323,LMR-32_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_323,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
324,HOS_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_324,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
325,SK-N-DZ_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_325,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
326,HAL_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_326,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
327,T-47D_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_327,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
328,A172_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_328,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
329,JFCF-6/SUPT.1I_C,6/1/18,SWATH,ProCan 5,180106_SM_PC5_S_Cell_Study_Sample_329,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
330,JFCF-6/SUPT.1G_C,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_330,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
331,HCT116_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_331,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
332,SW872_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_332,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
333,778_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_333,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
334,JFCF-6_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_334,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
335,WI38_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_335,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
336,LFS05F24 pre_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_336,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
337,IIIFC(P7)_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_337,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
338,IVG-BF-LXSN_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_338,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
339,Met-4A pre_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_339,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
340,IIICF E6E7 C4 pre_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_340,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
341,IIIFC(P9)_A,7/1/18,SWATH,ProCan 5,180107_SM_PC5_S_Cell_Study_Sample_341,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
342,GM02063_A,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_342,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
343,HCT116_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_343,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
344,JFCF-6_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_344,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
345,WI38_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_345,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
346,LFS05F24 pre_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_346,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
347,SW872_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_347,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
348,IIIFC(P7)_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_348,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
349,IVG-BF-LXSN_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_349,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
350,Met-4A pre_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_350,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
351,778_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_351,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
352,IIICF E6E7 C4 pre_B,10/1/18,SWATH,ProCan 5,180110_SM_PC5_S_Cell_Study_Sample_352,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
353,IIIFC(P9)_B,12/1/18,SWATH,ProCan 5,180112_SM_PC5_S_Cell_Study_Sample_repeat_353,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
354,GM02063_B,10/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_354,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
355,HCT116_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_355,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
356,JFCF-6_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_356,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
357,WI38_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_357,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
358,LFS05F24 pre_C,12/1/18,SWATH,ProCan 5,180112_SM_PC5_S_Cell_Study_Sample_repeat_358,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
359,SW872_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_359,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
360,IIIFC(P7)_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_360,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
361,IVG-BF-LXSN_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_361,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
362,Met-4A pre_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_362,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
363,778_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_363,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
364,IIICF E6E7 C4 pre_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_364,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
365,IIIFC(P9)_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_365,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
366,GM02063_C,11/1/18,SWATH,ProCan 5,180111_SM_PC5_S_Cell_Study_Sample_366,\\cmri-ProStor1\ProCan Storage - DAS 2\ProCan\Projects\E0013 - Cell Study SWATH\Cell_Study_Data\Complete Dataset,,,,,,,,,,,,,,
P1,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P1_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P2,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P2_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P3,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P3_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P4,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P4_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P5,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P5_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P6,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P6_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P7,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P7_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P8,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P8_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P9,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P9_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P10,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P10_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P11,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P11_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P12,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P12_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P13,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P13_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P14,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P14_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P15,SRL1,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL1_P15_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P1,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P1_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P2,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P2_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P3,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P3_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P4,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P4_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P5,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P5_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P6,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P6_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P7,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P7_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P8,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P8_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P9,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P9_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P10,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P10_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P11,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P11_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P12,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P12_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
P13,SRL2,,IDA,ProCan 6,,,,8/2/18,180208_E0013_SRL2_P13_I_M05_1,\\cmri-ProStor1\ProCan Storage - DAS 2\Procan\Procan6\JK\180208,,JK,,,,,,,,
